%time,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1704804085814890613,58.0923988876,-1.80593074789,0.406256287023,-0.00221397456362,-0.00891349496637,0.00188094305849,0.999956054023
1704804085908933535,59.9563182471,-1.87201908232,0.404596745001,-0.00350123773128,-0.00992898162141,0.00174834792048,0.999943048347
1704804086008796343,61.8128141018,-1.94157163977,0.495184190322,-0.00357893229088,-0.0082986650224,0.00137691382799,0.999958212882
1704804086103033230,63.6428102621,-1.98624670325,0.521621211777,-0.00410582942871,-0.00775971118367,0.000963621529993,0.99996099948
1704804086208880524,65.5210493337,-2.03956877294,0.570914747711,-0.00544603159898,-0.0070673154544,0.000550796328825,0.99996004441
1704804086315666217,67.3707317047,-2.10448577604,0.579202240127,-0.00652093441451,-0.00766422060841,0.000174467158658,0.999949352066
1704804086398162406,69.2155111335,-2.161653207,0.615034871787,-0.00708519322429,-0.00783054921476,-0.000688531588464,0.999944002662
1704804086496083309,71.0925191857,-2.22404682355,0.670398779444,-0.00724833420418,-0.00831870762597,-0.00138295475513,0.999938172184
1704804086592779659,72.9679554551,-2.26591056427,0.740879922971,-0.00685345198738,-0.00842836001281,-0.00201891403261,0.999938956602
1704804086703766476,74.8347890526,-2.32978565764,0.787248745547,-0.00721811523689,-0.00867532002084,-0.00252700765362,0.999933123697
1704804086785669086,76.690624581,-2.4141273007,0.806354979575,-0.00667326710564,-0.00897092107489,-0.00270691814954,0.999933829148
1704804086899199672,78.5437830632,-2.44160990811,0.862310782627,-0.00692689334837,-0.0091464383756,-0.00365293090571,0.999927505827
1704804086993320868,80.4224426487,-2.54114026742,0.885738019536,-0.00606841296165,-0.00916279355384,-0.003695515117,0.999932778114
1704804087107004697,82.2597663216,-2.63846646002,0.744024593685,-0.00503111180333,-0.010906927875,-0.00384540971008,0.999920466668
1704804087196712080,84.089684269,-2.70794670737,0.858469268842,-0.00227275294708,-0.010047642921,-0.00399867779929,0.999938943157
1704804087304255760,85.9447118988,-2.79938176839,0.884130351562,-0.00243206675213,-0.0100461012897,-0.00444766121988,0.999936687601
1704804087398757105,87.8105593245,-2.87961067133,0.890589758794,-0.00276506758215,-0.0104741655598,-0.00466914344881,0.999930420258
1704804087514526870,89.675917315,-2.94312491948,0.921225399015,-0.00291661477441,-0.0111049511242,-0.00514698142171,0.999920837867
1704804087607248627,91.5505760093,-3.01802915475,0.975839158166,-0.00240100710593,-0.0120870046585,-0.00528619472964,0.999910093773
1704804087704732948,93.4130070433,-3.08801155605,1.02702243213,-0.00189158126679,-0.012077433715,-0.00578154996218,0.999908561417
1704804087806246881,95.2722874093,-3.16338023643,1.05636607443,-0.00262703204532,-0.0130873514228,-0.00604605601575,0.999892626807
1704804087912556323,97.1226143974,-3.26307794667,1.12849009753,-0.00292973935919,-0.0127406056186,-0.00597109840737,0.999896714456
1704804088023501428,98.9851055504,-3.33764985444,1.18315539167,-0.00345316079145,-0.01228872026,-0.00618765958094,0.99989938289
1704804088109259874,100.85460107,-3.40050631378,1.22303748816,-0.00476313637002,-0.0121923087521,-0.00662504817302,0.999892378647
1704804088206466823,102.712804893,-3.4856429719,1.31012890713,-0.00566253012123,-0.0114747991122,-0.00675925964724,0.999895283091
1704804088300087740,104.587502564,-3.55911498259,1.35754757783,-0.00570546334609,-0.0117468410903,-0.00662668930559,0.999892767451
1704804088398872325,106.434373188,-3.65490194317,1.39802415866,-0.0065729736384,-0.0122651906017,-0.00656186552632,0.999881644515
1704804088509060130,108.280648765,-3.72652111467,1.42627173028,-0.00653463601285,-0.0129629995308,-0.00634553644742,0.999874488795
1704804088614642599,110.131256474,-3.78375433066,1.47440939168,-0.00653639826521,-0.013045917942,-0.00629422644444,0.999873723145
1704804088709589869,111.985342301,-3.85674763064,1.51234640543,-0.00637514609567,-0.0126026777474,-0.00602822032966,0.999882088341
1704804088803869103,113.838540386,-3.92670579726,1.59571654514,-0.00567227651881,-0.0109298195109,-0.00571784283526,0.999907831051
1704804088899922160,115.686436057,-4.01026421183,1.6570814874,-0.00546769392874,-0.00982982449828,-0.00528914142067,0.999922748944
1704804089008125254,117.542345092,-4.08161508886,1.71682868847,-0.00451465729079,-0.00930082081836,-0.00449964184786,0.999936430892
1704804089109584648,119.407424818,-4.15514547326,1.75663485759,-0.00432524391097,-0.00974878655233,-0.00416754817261,0.999934440335
1704804089208031138,121.266571664,-4.21548490488,1.78444662298,-0.00390216303853,-0.0104200646987,-0.00377373525927,0.999930974767
1704804089305726406,123.130421338,-4.27826974516,1.81860687288,-0.00354088828222,-0.0118004164868,-0.00347239979565,0.999918074004
1704804089403827126,124.993985295,-4.36228449645,1.85959548724,-0.00405878772823,-0.0123037782072,-0.00270915132794,0.999912398054
1704804089511907273,126.8487934,-4.44385212144,1.88781390408,-0.00404110503052,-0.0126205444068,-0.00230163692063,0.999909542807
1704804089784684291,128.71713287,-4.50279695102,1.87978556113,-0.00505954278618,-0.0132501882694,-0.00209310632281,0.99989722094
1704804089820014498,130.577438803,-4.59575214623,1.90649208123,-0.00553848645449,-0.0136944140546,-0.00161917668571,0.999889577133
1704804089855412435,132.435479712,-4.68426285878,1.94597945878,-0.0062276156094,-0.0142389270513,-0.00126224878552,0.999878430855
1704804089876997498,134.284128654,-4.75470360859,2.00875654912,-0.00790336801857,-0.0143911979026,-0.00136853585268,0.999864269442
1704804089876997498,136.144142581,-4.82957406774,2.11912636345,-0.00799747442245,-0.0140929567653,-0.00103340064248,0.999868171838
1704804091249959105,137.983532756,-4.88202439845,2.16323490604,-0.00892049971967,-0.0148227924049,-0.00104705479877,0.999849795312
1704804091290198919,139.842958455,-4.93268360554,2.25477754694,-0.00848042619268,-0.0152572736331,-0.00108228859999,0.999847051616
1704804091341246199,141.701017218,-4.99964686508,2.35633945451,-0.00846745354053,-0.0145853849617,-0.00117462915062,0.999857084299
1704804091373856551,143.554403072,-5.05387241998,2.39370586408,-0.00854709069449,-0.0143996407288,-0.00131864458565,0.99985891943
1704804091416907676,145.426047498,-5.14191661149,2.43218433554,-0.00768442235437,-0.0143936533907,-0.00108423525098,0.999866289475
1704804091452533380,147.26201901,-5.23824050289,2.50098441939,-0.00685871378263,-0.0139386328968,-0.000982243985555,0.999878846538
1704804091493164670,149.160918661,-5.31351632029,2.50749121105,-0.00562056809151,-0.014508909061,-0.000765457102846,0.999878650061
1704804091518487932,151.030685065,-5.37432097955,2.56663977854,-0.00497482576612,-0.0148423956217,-0.000950392907005,0.999877018015
1704804091553979541,152.883876225,-5.44778376365,2.59586054757,-0.00522666574551,-0.0155778898845,-0.00088132763864,0.999864608121
1704804091601120859,154.759822086,-5.50942048254,2.63853667578,-0.00497207723078,-0.0160032189422,-0.00100409949237,0.999859073678
1704804091631444966,156.623075064,-5.55974250078,2.67527290404,-0.00564931135387,-0.0160516693386,-0.00114790652004,0.999854545173
1704804091668138899,158.456997956,-5.61833612813,2.77690442417,-0.00599035781232,-0.0144674338793,-0.00141322354838,0.999876398246
1704804091704194092,160.326525772,-5.6821655674,2.81021876862,-0.00668390250993,-0.0141169568075,-0.00164407554488,0.99987665939
1704804091739797605,162.174557525,-5.75458998888,2.90654566991,-0.00638518794733,-0.013753440589,-0.00179620104056,0.999883416158
1704804091772613761,164.03682447,-5.76362994305,2.95976544227,-0.00650213481778,-0.0147570743407,-0.00241958608016,0.999867039462
1704804091809416819,165.883035036,-5.81555518267,3.10113378963,-0.00836854651583,-0.0146714216644,-0.00289423509229,0.999853159328
1704804091839913190,167.748459843,-5.89099452194,3.18889617876,-0.00903878462741,-0.015462968211,-0.00347873783593,0.999833533829
1704804091875114479,169.600026252,-5.96728160341,3.27135467563,-0.00940287537967,-0.0159740591027,-0.00346921387992,0.999822174152
1704804091907732883,171.448129185,-6.00568685972,3.39347337147,-0.0101172890904,-0.0142901939184,-0.00426387815265,0.999837611896
1704804091990324011,173.282001472,-6.05509916989,3.40969121111,-0.0100820511774,-0.0139134241818,-0.00482719925474,0.999840720825
1704804092093873386,175.148235737,-6.10105629824,3.45897696563,-0.0095101808964,-0.0135331420901,-0.00548277056348,0.999848163349
1704804092208216595,176.978333558,-6.16774335421,3.53701669649,-0.00896122669658,-0.0132017536436,-0.00568850250633,0.999856515234
1704804092300590982,178.807089131,-6.28002974182,3.6122554142,-0.00912282562013,-0.0137655565848,-0.00574991706671,0.99984709929
1704804092386948646,180.697201217,-6.38090847965,3.69410969349,-0.00771603614739,-0.0144184339841,-0.00574279562692,0.999849784641
1704804092499714196,182.561916346,-6.43897511918,3.70117258623,-0.00710692038352,-0.0166648812587,-0.00632555710242,0.999815863418
1704804092593279540,184.448879598,-6.52241035075,3.80304417413,-0.00662471017093,-0.0167160319637,-0.00630094367896,0.999818476324
1704804092692368204,186.310499461,-6.61385894214,3.78924929375,-0.00671144521512,-0.0175708427484,-0.00665150543097,0.999800969925
1704804092790630206,188.151652046,-6.71546792316,3.87179696697,-0.00795425209498,-0.016594000287,-0.00655624140403,0.999809174156
1704804092895198007,189.956213532,-6.80531597586,3.97012760724,-0.007657500597,-0.0151864498261,-0.00677504488723,0.999832402552
1704804092987795017,191.829061874,-6.84925110458,3.99573205146,-0.0078469441424,-0.0152066211425,-0.00755426496209,0.999825043306
1704804093090500518,193.670793054,-6.93100912234,4.10662259014,-0.00802792887967,-0.013742475995,-0.00794319766114,0.999841788646
1704804093191082253,195.499532714,-7.06027944469,4.23215446103,-0.00831453019998,-0.0134860962962,-0.00785620011649,0.99984362473
1704804093292912710,197.373442007,-7.1311275786,4.29402010005,-0.00885250984759,-0.014148804836,-0.00824377665549,0.999826727257
1704804093389560819,199.231358467,-7.23659500213,4.32584282223,-0.00946329184219,-0.0154064505393,-0.00832798506089,0.999801846395
1704804093492539701,201.085747845,-7.3356722482,4.36365223181,-0.00997286921497,-0.0165302553093,-0.00856008008191,0.999776983916
1704804093590363734,202.966976678,-7.41087944874,4.45283707991,-0.0102654289303,-0.0157483353658,-0.00877197480853,0.999784808526
1704804093689952544,204.776141251,-7.51803987123,4.5523178153,-0.0104659048113,-0.0147777345898,-0.0085103917493,0.999799808276
1704804093788072132,206.636115982,-7.57306895351,4.64613597188,-0.0103805009133,-0.0145909408281,-0.00911802691975,0.999798085231
1704804093892225902,208.500552036,-7.67119177678,4.69487433024,-0.00941796725168,-0.0150614972852,-0.00877229392786,0.999803730765
1704804093990390054,210.33406691,-7.75835657388,4.71468363159,-0.00884183511019,-0.0165024563158,-0.00859427360524,0.999787792158
1704804094089173527,212.19602369,-7.84575577855,4.80837452585,-0.00830245089223,-0.0165175583516,-0.00821861663237,0.999795326012
1704804094193571657,214.058868258,-7.93038959925,4.88546221855,-0.00721285145822,-0.0172854795125,-0.00780566544281,0.999794108084
1704804094302293666,215.93813053,-7.99331614145,4.91763420175,-0.00568141725078,-0.0179342939197,-0.00767101244111,0.999793597783
1704804094393537466,217.756949015,-8.03759407617,4.93718456688,-0.00456430031576,-0.0176223807131,-0.00799389240778,0.999802338737
1704804094492126604,219.619930691,-8.09208262871,4.96314508821,-0.00362847591476,-0.0174208231261,-0.00791682253414,0.999810318513
1704804094599762629,221.485264937,-8.19167867367,5.06471335024,-0.00334021362585,-0.0164062702974,-0.00737701287172,0.999832614466
1704804094695586355,223.34440641,-8.26829173431,5.14722310702,-0.00330700768366,-0.0161328387345,-0.00750144775162,0.999836248341
1704804094793594853,225.196816454,-8.35037330531,5.18422499941,-0.00315120870931,-0.0162564001738,-0.00721353200802,0.999836868841
1704804094895605525,227.035235474,-8.41861653088,5.25747719549,-0.00385489123764,-0.0161487160292,-0.00719744917091,0.99983626435
1704804094999134692,228.883284326,-8.52778823933,5.36644003258,-0.00527885491325,-0.0158790258716,-0.00687015702484,0.9998363822
1704804095100057513,230.711776076,-8.61008414471,5.43682363072,-0.00638379927802,-0.0162010368845,-0.00679247875649,0.999825302612
1704804095192332412,232.573417365,-8.67071595653,5.49260477013,-0.00688138166768,-0.0164393480506,-0.00730049296409,0.999814531413
1704804095296419679,234.445481358,-8.77114480488,5.53471812039,-0.00780494154468,-0.0167858920245,-0.00703325413894,0.9998039058
1704804095393553108,236.298119627,-8.84983807622,5.5946837139,-0.00834350334336,-0.0168834749922,-0.00739743786536,0.999795285114
1704804095487826083,238.142185215,-8.91563514607,5.63790382239,-0.0082599473902,-0.0172777228451,-0.00762416469871,0.999787540268
1704804095592255039,240.005121888,-8.98686430238,5.693377678,-0.00861988252118,-0.0178552291306,-0.00773665375592,0.99977349065
1704804095694816253,241.872038028,-9.07584743257,5.77673083136,-0.00899599972448,-0.0180611533532,-0.00789428595571,0.999765245934
1704804095793688338,243.751948139,-9.1745209781,5.81678771631,-0.00863208010609,-0.0188732963187,-0.00784721807293,0.999753823222
1704804095891787285,245.610970132,-9.25512900817,5.92865026432,-0.0087164215529,-0.0185973062138,-0.00820419559182,0.999755397771
1704804095993007151,247.474125005,-9.34850973512,5.99972051028,-0.0086328508351,-0.018625744659,-0.00823409712458,0.999755347656
1704804096089659955,249.351647422,-9.47255348584,6.07796439929,-0.00885725126806,-0.0186081823403,-0.00817280430154,0.999754214755
1704804096193664574,251.209942726,-9.50860590478,6.14194000131,-0.00893379056656,-0.0192482935567,-0.00914268853198,0.999733015273
1704804096289775289,253.07856163,-9.60117587383,6.23718299605,-0.00902854784439,-0.0198625817445,-0.00941101070547,0.999717658165
1704804096395526465,254.936818585,-9.72917069765,6.31570574129,-0.00991064525212,-0.0203081183109,-0.00939950307683,0.999700459529
1704804096487685167,256.813873153,-9.830095273,6.42338169962,-0.00967793145857,-0.0203927737447,-0.00952704323623,0.999699808877
1704804096585534510,258.668867292,-9.91280585428,6.47339349293,-0.00942215148787,-0.0210477304665,-0.00989899423666,0.999685063416
1704804096707394095,260.506282054,-9.99901912358,6.52965255445,-0.00956777156452,-0.0206977285344,-0.0102739281475,0.99968720517
1704804096799418519,262.343523003,-10.0934678439,6.65338819762,-0.00831110716054,-0.0192311289466,-0.0100592134868,0.999729914227
1704804096904761464,264.192836701,-10.198700276,6.74363942825,-0.00755256373039,-0.0193378174318,-0.0100610519614,0.999733855999
1704804096986484423,266.057802962,-10.2583160623,6.81043793647,-0.00612050154662,-0.0198217448483,-0.0106396301829,0.999728181138
1704804097100077661,267.922921944,-10.3762773587,6.91996558201,-0.00508483508271,-0.0199574896967,-0.010032256747,0.999737564005
1704804097191257660,269.81084212,-10.4861632826,7.02668645059,-0.00525038769837,-0.0198099284608,-0.00975921268839,0.999742345773
1704804097284518773,271.683224004,-10.5673077651,7.02844698755,-0.00452109758768,-0.0207672059018,-0.0100110503488,0.999723992763
1704804097385541776,273.520119665,-10.630366467,7.16582874503,-0.00398514948146,-0.01925869943,-0.010273818206,0.999753804564
1704804097488765475,275.336368049,-10.7072838641,7.25170234605,-0.00248346047545,-0.0182112673271,-0.0102232523728,0.999778809176
1704804097588771669,277.232905953,-10.7730224063,7.37506529625,-0.00344105584051,-0.0173928933105,-0.0105228791166,0.999787435114
1704804097699434324,279.067152143,-10.8687402833,7.43645031048,-0.00324474481211,-0.0181009305738,-0.0103020974809,0.999777822684
1704804097796356887,280.94484885,-10.9177430241,7.4993292037,-0.00320429438336,-0.0189140080078,-0.0106175229962,0.999759601606
1704804097887939176,282.825202559,-11.0290468042,7.60035078315,-0.00423813919095,-0.0192373138605,-0.0100288441965,0.999755663258
1704804097983997831,284.693145067,-11.1133957784,7.65514606821,-0.00493502384354,-0.0204515891759,-0.00993082306027,0.999729341769
1704804098084916801,286.5321869,-11.1994477977,7.66663688503,-0.00544936328415,-0.0212452023511,-0.00983654539663,0.99971105235
1704804098183245187,288.377112496,-11.2872901968,7.76923576494,-0.00581937905099,-0.0194565283489,-0.00963585792487,0.999747332367
1704804098282773868,290.24282564,-11.3602209934,7.84298612305,-0.00598654990797,-0.0191413294578,-0.00940949436062,0.999754585957
1704804098401691626,292.073803495,-11.4067663081,7.93565930559,-0.00610453631607,-0.0185588701988,-0.0099897498929,0.999759224949
1704804098482431550,293.948263087,-11.4864929294,8.01238447317,-0.00618251022873,-0.0194655042767,-0.0102265371922,0.999739110292
1704804098581170158,295.794721719,-11.5709770369,8.13588123811,-0.00552465104969,-0.0198775787475,-0.00997874330158,0.999737357898
1704804098684606509,297.680309362,-11.6599424332,8.21643088707,-0.00473843600869,-0.0210448532725,-0.0101168932153,0.999716114628
1704804098780582004,299.498127285,-11.7447895519,8.27956074987,-0.00344100559853,-0.0216894993489,-0.010046438752,0.999708354555
1704804098887129355,301.396171425,-11.8400209637,8.37890074116,-0.0036904191827,-0.0219846135603,-0.0101591880429,0.999699879199
1704804098980631601,303.220507479,-11.9279540336,8.42955859048,-0.0039784429319,-0.0215350005331,-0.0102947300116,0.999707174265
1704804099082561140,305.067554119,-11.9922727573,8.5186628308,-0.00334928858175,-0.0206994415454,-0.010517055822,0.999724815598
1704804099183916098,306.904391323,-12.1100221716,8.57306442795,-0.00354607426096,-0.0201721242686,-0.010654936309,0.999733456023
1704804099282703404,308.787599214,-12.2220447829,8.6473595902,-0.0035847576975,-0.0201314176823,-0.0107540603816,0.999733077236
1704804099389169189,310.643060202,-12.2965560071,8.76332697055,-0.0042144078921,-0.0197095231551,-0.0113932985302,0.99973194718
1704804099485622039,312.523131173,-12.4027988708,8.86705727684,-0.0054147126519,-0.0202927972122,-0.0115865030263,0.999712276716
1704804099582513981,314.364734274,-12.5081668859,8.92258113838,-0.0062613071859,-0.0216146579377,-0.0119893014219,0.99967487677
1704804099680001617,316.208266682,-12.5817676147,9.03179382608,-0.00714198662152,-0.0220121738514,-0.0126574984726,0.99965206145
1704804099785965551,318.091533667,-12.67949852,9.15012954727,-0.00773792384073,-0.0211190103563,-0.0133979244905,0.999657245037
1704804099884380345,319.959752862,-12.7812846121,9.21085195352,-0.00803619545622,-0.0209055940692,-0.0135299963842,0.999657598829
1704804099980965340,321.839558584,-12.9051186086,9.26101540312,-0.00801364580792,-0.0214381996901,-0.013219762278,0.999650650458
1704804100080964920,323.723479195,-13.0152954676,9.33019529217,-0.0080733446514,-0.0215095799456,-0.0129257598477,0.99965248152
1704804100186303849,325.611184204,-13.0766068021,9.41496283977,-0.0081585790768,-0.0222400393485,-0.0132960879567,0.999630948041
1704804100284723571,327.505062448,-13.2158944838,9.48019274359,-0.00680031453222,-0.0247055897896,-0.0130317978938,0.999586695489
1704804100382854512,329.327717377,-13.3016274157,9.5616927285,-0.0067247038511,-0.0261329366375,-0.0138750992334,0.999539558798
1704804100480196032,331.178588299,-13.3701449062,9.65493045161,-0.00584235553024,-0.0257885361529,-0.0144099111368,0.999546483534
1704804100581664257,333.01420191,-13.4686603445,9.67095256092,-0.00538379888213,-0.0255097944078,-0.0143671088444,0.99955682744
1704804100675654528,334.850317008,-13.5703743913,9.79144193108,-0.00491485282013,-0.022941244912,-0.0140816822515,0.99962555476
1704804100793975577,336.716339202,-13.685722641,9.85945269979,-0.00490142024869,-0.0226519656874,-0.0134841247216,0.99964045682
1704804100904098272,338.575645838,-13.7592459597,9.96746043398,-0.0041678079549,-0.0223684837239,-0.0138631684382,0.999644983418
1704804100993481567,340.424130868,-13.8878994587,10.1049813318,-0.00368661399587,-0.022810827198,-0.0133308190662,0.999644118826
1704804101094947052,342.299141598,-13.9592669938,10.1940347576,-0.00402848357431,-0.0240570375065,-0.0134545339462,0.999611927591
1704804101197398217,344.169665621,-14.0619229942,10.2308373165,-0.00395390207883,-0.0258423693229,-0.0134146315517,0.999568199908
1704804101301092876,346.012631405,-14.1286202134,10.3007284859,-0.00466846741568,-0.0263860396897,-0.0137658188798,0.999546139281
1704804101394790430,347.876651446,-14.2596070885,10.4107056755,-0.00528884817935,-0.0265581113949,-0.0136479395302,0.999540108525
1704804101508318395,349.684910556,-14.3381091143,10.4850550444,-0.00559644586268,-0.0261652780629,-0.0138350977761,0.999546221086
1704804101610154777,351.542232385,-14.4380411528,10.587457765,-0.00551749426705,-0.025913384869,-0.013721816182,0.999554783642
1704804101701923830,353.388338296,-14.5158096732,10.7417756612,-0.0054654902887,-0.0243321175225,-0.0138918646289,0.999592463242
1704804101798611332,355.267371124,-14.6237529908,10.762650342,-0.00596314736944,-0.0258852252257,-0.0137065502174,0.999553163403
1704804101892707088,357.11185103,-14.6901491657,10.8908720672,-0.00581766392025,-0.025731409818,-0.0141054463832,0.999552442705
1704804101994678249,358.972083503,-14.7548539421,11.0274189474,-0.00492873739854,-0.0260070273052,-0.0143267527896,0.999546940485
1704804102093640034,360.837544023,-14.8663591709,11.1994537707,-0.004362308761,-0.0257142544131,-0.0139495593763,0.999562482877
1704804102192006226,362.692644662,-14.9740277788,11.2732530615,-0.00420648164203,-0.0267899872188,-0.0139263922556,0.999535220838
1704804102290064081,364.531710466,-15.0735500704,11.3655073019,-0.0034598912687,-0.0275677396075,-0.0137853700712,0.999518890495
1704804102389787473,366.385239082,-15.1540158376,11.433366756,-0.00310740304623,-0.0277990460122,-0.0140960791476,0.999509308431
1704804102493579792,368.210304887,-15.2732573644,11.5707187838,-0.00388278396073,-0.0274678680944,-0.0141006356737,0.999515688864
1704804102595679002,370.063563663,-15.3505611202,11.6445324089,-0.00335781856884,-0.0272959055795,-0.0145686013236,0.999515589898
1704804102701178664,371.888054747,-15.4524525164,11.7227813446,-0.00438640081002,-0.0275739112627,-0.0151519210675,0.999495301737
1704804102794753164,373.725846831,-15.5500342613,11.8450842335,-0.00431267624625,-0.0272219518796,-0.0158702316388,0.999494122998
1704804102901226486,375.563224999,-15.6600131373,11.9774417838,-0.0056438374437,-0.0274596370771,-0.0163206620144,0.999473737235
1704804102995983113,377.367242919,-15.7686235024,12.1319249549,-0.00631552668888,-0.0264564260634,-0.0169281556282,0.999486672842
1704804103088628570,379.16651905,-15.8707539856,12.1804977405,-0.00676854876887,-0.0281830511586,-0.0177956787388,0.999421440731
1704804103191851811,381.056195682,-15.9684027347,12.295993095,-0.00664349208078,-0.0279836868554,-0.0184832386533,0.999415402709
1704804103290370224,382.906607928,-16.0440927373,12.3532510677,-0.00640326678703,-0.0285749171551,-0.0195922028232,0.999379116188
1704804103393574038,384.724074379,-16.1636790746,12.5376070715,-0.00608280806178,-0.0274582684588,-0.0202292062072,0.999399730916
1704804103481036254,386.601817693,-16.2725814753,12.5646028388,-0.00624310761126,-0.0302486034943,-0.0208944437242,0.999304492042
1704804103583387993,388.391110923,-16.3820241917,12.6999399533,-0.00619840612598,-0.0299802719659,-0.0214371177383,0.999301362472
1704804103679112478,390.288900446,-16.510021907,12.7599767519,-0.00598464364783,-0.0309284692372,-0.0218936042559,0.999263871019
1704804103784803261,392.10191729,-16.65681658,12.8838957235,-0.00602811270141,-0.0299522077026,-0.0217016142976,0.999297536797
1704804103880541041,393.919419088,-16.7815509163,12.9986082657,-0.00531448092285,-0.0291722752756,-0.0217441529006,0.999323734564
1704804103986296046,395.768633992,-16.9253591438,13.1527240293,-0.00444782797631,-0.0278420926105,-0.0214357820932,0.999372574144
1704804104078867078,397.632629596,-17.051577234,13.2095787817,-0.00298326635742,-0.0291100287161,-0.0211015247674,0.999349004103
1704804104177204541,399.465064083,-17.1945448012,13.2886319499,-0.00288255305325,-0.0308374895232,-0.0208252138799,0.99930328259
1704804104278033931,401.363931656,-17.3184032841,13.4827243076,-0.00297948082632,-0.0313631142248,-0.0206883514989,0.999289482519
1704804104378690242,403.225265624,-17.4377296768,13.6282640134,-0.00316388738408,-0.0325996597766,-0.0208073789218,0.999246868888
1704804104479827578,405.08273582,-17.601669805,13.7381648143,-0.00387684240987,-0.0323964041151,-0.0203945737213,0.999259478042
1704804104580779846,406.903534953,-17.7060582306,13.8578117331,-0.00303803153802,-0.0321421131367,-0.019961541089,0.999279336224
